#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	02065300	RIGHT HAND FORK NEAR APPOMATTOX, VA
USGS	02065400	BIG CUB CREEK AT RT 701 NEAR MADISONVILLE, VA
USGS	02065500	CUB CREEK AT PHENIX, VA
USGS	02066000	ROANOKE (STAUNTON) RIVER AT RANDOLPH, VA
USGS	0206644810	DUNNAVANT CREEK AT RT 656 NEAR EUREKA, VA
USGS	02066450	ROANOKE CREEK NEAR CHARLOTTE COURT HOUSE, VA
USGS	02066455	ASH CAMP CREEK AT RT 654 NEAR EUREKA, VA
USGS	02066500	ROANOKE CREEK AT SAXE, VA
USGS	02066520	TWITTYS CR AT DRAKES BR STP AT DRAKES BRANCH, VA
USGS	02066525	TWITTYS CREEK AT RT 637 AT SAXE, VA
USGS	02066600	SANDY CREEK NEAR WYLLIESBURG, VA
USGS	02067000	ROANOKE (STAUNTON) RIVER NEAR CLOVER, VA
USGS	02067020	BUFFALO CREEK AT RT 608 NEAR RED OAK, VA
USGS	02067075	MILL BRANCH AT RT 612 NEAR CLAYS MILL, VA
USGS	02067100	DIFFICULT CREEK AT US HWY 360 NR SCOTTSBURG, VA
USGS	02067250	DIFFICULT CREEK AT RT 716 NEAR DRYBURG, VA
USGS	02067350	CARGILLS CREEK AT RT 632 NEAR LACONIA, VA
USGS	02067400	ROANOKE RIVER ABOVE DAN RIVER NEAR DRYBURG, VA
USGS	02067500	ROANOKE RIV AB FMR MOUTH OF DAN AT CLARKSVILLE, VA
USGS	02067810	MAPLE SWAMP BRANCH NEAR MEADOWS OF DAN, VA
USGS	0206801235	LITTLE DAN RIVER AT STATE LINE NR CLAUDVILLE, VA
USGS	02069550	N F SOUTH MAYO RIVER AT US HWY 58 AT STUART, VA
USGS	02069600	ANGLIN BRANCH NEAR STUART, VA
USGS	02069700	SOUTH MAYO RIVER NEAR NETTLERIDGE, VA
USGS	02069800	GRASSY BRANCH AT RT 721 NEAR SANVILLE, VA
USGS	02070000	NORTH MAYO RIVER NEAR SPENCER, VA
USGS	02071510	SMITH RIVER ABOVE ROUTE 615 NEAR WOOLWINE, VA
USGS	02071520	SMITH RIVER AT ROUTE 8 NEAR WOOLWINE, VA
USGS	02071530	SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE, VA
USGS	02071600	SMITH RIVER NEAR CHARITY, VA
USGS	02071800	NICHOLAS CREEK NEAR FERRUM, VA
USGS	02071803	NICHOLAS CREEK AT RT 778 NEAR PRILLMAN, VA
USGS	02072000	SMITH RIVER NEAR PHILPOTT, VA
USGS	02072425	TOWN CREEK AT RT 674 AT PHILPOTT, VA
USGS	02072500	SMITH RIVER AT BASSETT, VA
USGS	02072525	BLACKBERRY CREEK AT RT 687 NEAR SANVILLE, VA
USGS	02072530	BLACKBERRY CREEK NEAR SANVILLE, VA
USGS	02072550	BLACKBERRY CREEK AT RT 57A NEAR BASSETT, VA
USGS	02072600	REED CREEK NEAR COLLINSVILLE, VA
USGS	02072950	GRASSY CREEK NEAR FIELDALE, VA
USGS	02072998	SMITH R AT MARTINSVILLE DAM NR MARTINSVILLE, VA
USGS	02073000	SMITH RIVER AT MARTINSVILLE, VA
USGS	02073200	MARROWBONE CREEK TRIBUTARY AT RIDGEWAY, VA
USGS	02073300	MARROWBONE CREEK AT RT 642 NEAR RIDGEWAY, VA
USGS	02073420	MILL CREEK NEAR AXTON, VA
USGS	02073500	LEATHERWOOD CREEK NEAR OLD LIBERTY, VA
USGS	02073600	SMITH RIVER NEAR IRISBURG, VA
USGS	0207408375	CASCADE CREEK AT RT 855 NEAR CASCADE, VA
USGS	02074084	CASCADE CREEK AT CASCADE, VA
USGS	02074450	SANDY RIVER NEAR SWANSONVILLE, VA
USGS	02074470	SUGARTREE CREEK NEAR BROSVILLE, VA
USGS	02074500	SANDY RIVER NEAR DANVILLE, VA
USGS	02074600	DRY FORK NEAR MOUNT HERMON, VA
USGS	02074680	SANDY CREEK AT RT 746 NEAR DANVILLE, VA
USGS	02074980	DAN RIVER AT HWY 29 AT DANVILLE, VA
USGS	02075000	DAN RIVER AT DANVILLE, VA
USGS	02075020	FALL CREEK AT RT 719 NEAR DANVILLE, VA
USGS	02075029	FALL CREEK ALONG RT 730 AT DANVILLE, VA
USGS	02075030	DAN RIVER BELOW FALL CREEK AT DANVILLE, VA
USGS	02075045	DAN RIVER AT STP NEAR DANVILLE, VA
USGS	02075046	DAN RIVER AND STP EFFLUENT NEAR DANVILLE, VA
USGS	0207509125	HOGANS CREEK TRIB AB GOODYEAR NR DANVILLE, VA
USGS	02075191	CANE CREEK AT LORILLARD OUTFALL NEAR RINGGOLD, VA
USGS	02075275	SANDY CREEK (RIVER) AT US HWY 58 NR RINGGOLD, VA
USGS	02075350	POWELLS CREEK NEAR TURBEVILLE, VA
USGS	02075390	DOUBLE CREEK AT RT 688 NEAR SUTHERLIN, VA
USGS	02075450	LITTLE WINNS CREEK NEAR TURBEVILLE, VA
USGS	02075475	BYRDS BRANCH AT RT 810 NEAR PACES, VA
USGS	02075500	DAN RIVER AT PACES, VA
USGS	02075600	BIRCH CREEK NEAR BIRCH, VA
USGS	02075690	BIRCH CREEK TRIB NO 1 AT RT 683 NEAR ELMO, VA
USGS	02075700	BIRCH CREEK AT RT 659 NEAR PACES, VA
USGS	02075800	MIRY CREEK AT RT 681 NEAR DANRIPPLE, VA
USGS	02075900	LAWSONS CREEK AT TURBEVILLE, VA
USGS	02076000	DAN RIVER AT SOUTH BOSTON, VA
USGS	02076005	DAN RIVER AT U.S. HWY 501 AT SOUTH BOSTON, VA
USGS	02076100	WET SLEEVE CREEK AT BANISTER NR SWANSONVILLE, VA
USGS	02076200	BEARSKIN CREEK NEAR CHATHAM, VA
USGS	02076220	BEARSKIN CREEK AT RT 612 NEAR CHATHAM, VA
USGS	02076260	WHITE OAK CREEK NEAR DRY FORK, VA
USGS	02076280	DRY FORK AB VULCAN MATERIALS AT DRY FORK, VA
USGS	02076300	BANISTER RIVER AT US HWY 29 NEAR CHATHAM, VA
USGS	0207630985	POLE BRIDGE BRANCH ABOVE ROUTE 797 NR CHATHAM, VA
USGS	0207631009	POLE BRIDGE BRANCH AT ROUTE 797 NEAR CHATHAM, VA
USGS	02076320	CHERRYSTONE CREEK AT CHATHAM, VA
USGS	02076340	CHERRYSTONE CREEK AB TANYARD BRANCH NR CHATHAM, VA
USGS	02076350	TANYARD BRANCH AT MOUTH NEAR CHATHAM, VA
USGS	02076353	CHERRYSTONE CREEK AT RT 703 NEAR CHATHAM, VA
USGS	02076360	LITTLE CHERRYSTONE CREEK NEAR CHATHAM, VA
USGS	02076400	WHITETHORN CREEK TRIB AT GRETNA, VA
USGS	02076415	WHITETHORN CREEK NEAR SONANS, VA
USGS	02076430	WHITETHORN CREEK AT RT 685 NEAR SONANS, VA
USGS	02076450	GEORGES CREEK AT HWY 29 (BUSINESS) AT GRETNA, VA
USGS	02076500	GEORGES CREEK NEAR GRETNA, VA
USGS	02076527	WHITETHORN CREEK AT ROUTE 683 NEAR MARKHAM, VA
USGS	02076550	SHOCKOE CREEK NEAR JAVA, VA
USGS	02076600	STINKING RIVER AT RT 40 NEAR MOUNT AIRY, VA
USGS	02076610	STINKING RIVER AT RT 927 NEAR MOUNT AIRY, VA
USGS	02076650	BANISTER RIVER AT RT 640 NEAR MOUNT AIRY, VA
USGS	02076690	ALLEN CREEK NEAR MOUNT AIRY, VA
USGS	02076700	BLACKS CREEK NEAR MOUNT AIRY, VA
USGS	02076740	ELKHORN CREEK NEAR RICEVILLE, VA
USGS	02076742	BANISTER RIVER AT ROUTE 667 NEAR LEDA, VA
USGS	02076760	SANDY CREEK NEAR SPRING GARDEN, VA
USGS	02076770	SANDY CREEK AT RT 832 AT MEADVILLE, VA
USGS	02076800	HALIFAX RESERVOIR (BANISTER LAKE) AT HALIFAX, VA
USGS	02077000	BANISTER RIVER AT HALIFAX, VA
USGS	02077050	BANISTER RIVER AT U.S. HWY 360 NEAR FIVE FORKS, VA
USGS	02077500	HYCO RIVER NEAR DENNISTON, VA
USGS	02078000	HYCO RIVER NEAR OMEGA, VA
USGS	02078050	HYCO RIVER AT US HWY 58 NEAR OMEGA, VA
USGS	02078220	WOLFPIT RUN AT RT 49 NEAR VIRGILINA, VA
USGS	02078318	N F AARONS CREEK AT RT 732 NEAR MIDWAY, VA
USGS	02078360	BUFFALO CR AT US HWY 58 AT BUFFALO SPRINGS, VA
USGS	02078400	BLUESTONE CREEK AT RT 699 NEAR LACONI, VA
USGS	02078500	DAN RIVER AT SOUTHERN RR AT CLARKSVILLE, VA
USGS	02079000	ROANOKE (STAUNTON) RIVER AT CLARKSVILLE, VA
USGS	02079500	ROANOKE RIVER AT BUGGS ISLAND, VA
USGS	02079640	ALLEN CREEK NEAR BOYDTON, VA
USGS	02079660	JOLLY HOLLOW BRANCH AT BOYDTON, VA
USGS	02079665	COX CREEK AT BASKERVILLE, VA
USGS	0207966539	ROANOKE RIVER AT ROUTE 1 NEAR SOUTH HILL, VA
USGS	0207966575	MILES CREEK AT RT 664 NEAR UNION LEVEL, VA
USGS	0207966590	DOCKERY CREEK AT RT 630 NEAR SOUTH HILL, VA
USGS	02079666	FLAT CREEK ABOVE RT 642 NEAR SOUTH HILL, VA
USGS	0207966605	FLAT CREEK AT RT 642 NEAR SOUTH HILL, VA
USGS	0207966620	FLAT CREEK AT RT 631 NEAR SMITHS CROSSROADS, VA
USGS	0207966625	FLAT CREEK AT RT 630 NEAR SMITHS CROSSROADS, VA
USGS	0207966630	PARHAM CREEK AT RT 629 NEAR SMITHS CROSSROADS, VA
USGS	02079720	SMITH CREEK TRIB NEAR SOUTH HILL, VA
USGS	02079740	GREAT CREEK NEAR MARENGO, VA
USGS	0207974250	GREAT CREEK AT RT 619 NEAR BRACEY, VA
USGS	02079880	PEA HILL CREEK AT RT 665 NR GASBURG, VA
USGS	0207988050	PEA HILL CREEK ABOVE RT 667 NR GASBURG, VA
USGS	02079881	PEA HILL CREEK TRIB NO 1 NR GASBURG, VA
USGS	0207988130	PEA HILL CREEK TRIB NO 2 NR VALENTINES, VA
USGS	0207988160	PEA HILL CREEK TRIB NO 3 NR VALENTINES, VA
USGS	02079883	PEA HILL CREEK TRIB NO 4 NR VALENTINES, VA
USGS	0207988430	PEA HILL CREEK TRIB TO TRIB NO 4 NR VALENTINES, VA
USGS	0207988434	PEA HILL CREEK ABV COLD SPRING BR NEAR GASBURG, VA
USGS	0207988440	COLD SPRING BRANCH NR GASBURG, VA
USGS	0207988450	PEA HILL CREEK ABOVE NC STATELINE NR GASBURG, VA
USGS	02113540	BIRDS BR TRIB NO 1 AT DOE RUN STP NR ARARAT, VA
USGS	02113541	BIRDS BR TRIB NO 2 AT RESORT STP NR ARARAT, VA
USGS	02113550	ARARAT RIVER AT RT 749 NEAR ARARAT, VA
USGS	02113715	PAULS CREEK AT FANCY GAP, VA
USGS	03049925	TYGART VALLEY RIVER AT VALLEY HEAD, WV
USGS	03049950	BACK FK. ABOVE HUTTONSVILLE, WV
USGS	03049970	RIFFLE CR. NR HUTTONSVILLE, WV
USGS	03049975	TYGART VALLEY RIVER AT MILL CREEK, WV
USGS	03050000	TYGART VALLEY RIVER NEAR DAILEY, WV
USGS	03050339	TYGART VALLEY RIVER BYPASS CHANNEL NEAR ELKINS, WV
USGS	03050340	TYGART VALLEY R ABOVE INLET WORKS, ELKINS, WV
USGS	03050350	TYGART VALLEY R BELOW INLET WORKS, ELKINS, WV
USGS	03050400	TYGART VALLEY RIVER AT ELKINS, WV
USGS	03050450	TYGART VALLEY R ABOVE OUTLET WORKS, ELKINS, WV
USGS	03050460	TYGART VALLEY R BELOW OUTLET WORKS, ELKINS, WV
USGS	03050500	TYGART VALLEY RIVER NEAR ELKINS, WV
USGS	03050650	UNNAMED RUN AT GILMAN, WV
USGS	03050700	LEADING CREEK AT GILMAN, WV
USGS	03050722	ROARING CREEK NEAR MABIE, WV
USGS	03050766	MINE DRAIN TO TRIB TO KITTLE RN NR COALTON, WV
USGS	03050800	ROARING CREEK AT NORTON, WV
USGS	03050870	MINE DRAIN TO UNNMD TR OF GRASSY RN @ NORTON, WV
USGS	03050900	GRASSY RUN AT NORTON, WV
USGS	03051000	TYGART VALLEY RIVER AT BELINGTON, WV
USGS	03051100	MIDDLE FORK RIVER AT ADOLPH, WV
USGS	03051200	RIGHT FORK NR ELLAMORE, WV
USGS	03051250	LAUREL CREEK AT ELLAMORE, WV
USGS	03051260	MIDDLE FORK RIVER AT ELLAMORE, WV
USGS	03051500	MIDDLE FORK RIVER AT MIDVALE, WV
USGS	03052000	MIDDLE FORK RIVER AT AUDRA, WV
USGS	03052100	BUCKHANNON RIVER AT ALEXANDRIA, WV
USGS	03052120	BUCKHANNON RIVER AT ALTON, WV
USGS	03052200	FRENCH CREEK AT GOULD, WV
USGS	03052300	BRIDGE RUN NR BUCKHANNON, WV
USGS	03052340	MUD LICK RUN NR BUCKHANNON, WV
USGS	03052400	BUCKHANNON R AT TENNERTON, WV
USGS	03052450	BUCKHANNON R AT BUCKHANNON, WV
USGS	03052500	SAND RUN NEAR BUCKHANNON, WV
USGS	03053500	BUCKHANNON RIVER AT HALL, WV
USGS	03054000	BIG RUN AT VOLGA, WV
USGS	03054300	BUCKHANNON R NR TYGART JUNCTION NR CARROLTON, WV
USGS	03054500	TYGART VALLEY RIVER AT PHILIPPI, WV
USGS	03055000	TYGART VALLEY RIVER AT ARDEN, WV
USGS	03055020	BONICA RUN ON US HWY 250 NR PHILLIPI, WV
USGS	03055040	BONICA RUN ON SR 38 NR PHILLIPI, WV
USGS	03055042	LAUREL CR NR PHILLIPI, WV
USGS	03055100	TETER CREEK NR NESTORVILLE, WV
USGS	03055200	SANDY CREEK AT CLAUDE, WV
USGS	03056000	TYGART VALLEY R AT TYGART DAM NR GRAFTON, WV
USGS	03056100	TYGART VALLEY R ABV THREEFORK CK AT GRAFTON, WV
USGS	03056200	THREEFORK CREEK AT THORNTON, WV
USGS	03056250	THREE FORK CREEK NR GRAFTON, WV
USGS	03056500	TYGART VALLEY R AT FETTERMAN, WV
USGS	03056600	R F WICKWIRE RUN ON US HWY 119 NR GRAFTON, WV
USGS	03057000	TYGART VALLEY RIVER AT COLFAX, WV
USGS	03057300	WEST FORK RIVER AT WALKERSVILLE, WV
USGS	03057500	SKIN CREEK NEAR BROWNSVILLE, WV
USGS	03058000	WEST FORK R BL STONEWALL JACKSON DAM NR WESTON, WV
USGS	03058006	WEST FORK RIVER AT BENDALE,WV
USGS	03058020	WEST FORK RIVER AT WESTON, WV
USGS	03058180	STONECOAL CK NR BUCKHANNON, WV
USGS	03058200	STONECOAL CK AT WESTON, WV
USGS	03058500	WEST FORK RIVER AT BUTCHERVILLE, WV
USGS	03058600	FREEMANS CREEK NEAR VALLEY CHAPEL, WV
USGS	03058700	HACKERS CREEK NR JANE LEW, WV
USGS	03058975	WEST FORK RIVER NEAR MOUNT CLARE, WV
USGS	03059000	WEST FORK RIVER AT CLARKSBURG, WV
USGS	03059500	ELK CREEK AT QUIET DELL, WV
USGS	03059550	ELK CK AT CLARKSBURG, WV
USGS	03059600	WEST FORK R AT GORE, WV
USGS	03059700	SIMPSON CREEK AT MEADOWBROOK, WV
USGS	03059900	SALEM FK AB JACOBS RUN AT SALEM, WV
USGS	03060000	SALEM F SUBWATERSHED #11A VARNER H NR SALEM, WV
USGS	03060030	JACOBS RUN AT SALEM, WV
USGS	03060060	SALEM FK AB PATTERSON FK AT SALEM, WV
USGS	03060100	SALEM FK. SUBWATERSHED 9 NR SALEM, WV
USGS	03060200	PATTERSON FK AT SALEM, WV
USGS	03060500	SALEM FORK AT SALEM, WV
USGS	03060700	TENMILE CREEK AT ROBEY, WV
USGS	03060750	TEN MILE CREEK AT LUMBERPORT, WV
USGS	03060900	SHINNS RUN AT SALTWELL, WV
USGS	03061000	WEST FORK RIVER AT ENTERPRISE, WV
USGS	03061200	CORBIN BRANCH AT SANTIAGO, WV
USGS	03061250	THOMAS FORK NEAR BOOTHSVILLE, WV
USGS	03061325	BOOTH CREEK NR MONONGAH, WV
USGS	03061400	MONONGAHELA R AT FAIRMONT, WV
USGS	03061410	LAUREL RUN AT CURTISVILLE, WV
USGS	03061435	HIBBS RUN NEAR MANNINGTON, WV
USGS	03061450	PYLES FORK AT GLOVER GAP, WV
USGS	03061495	DAVY RUN AT KATY, WV
USGS	03061500	BUFFALO CREEK AT BARRACKVILLE, WV
USGS	03062000	MONONGAHELA R AT LOCK 15, AT HOULT, WV
USGS	03062100	PAW PAW CREEK NR RIVESVILLE, WV
USGS	03062200	PRICKETT CREEK AT MEADOWDALE, WV
USGS	03062213	STEWART RUN AT CROWN, WV
USGS	03062215	INDIAN CREEK AT CROWN, WV
USGS	03062224	MONONGAHELA R AT OPEKISKA LOCK & DAM (UPPER), WV
USGS	03062225	MONONGAHELA R AT OPEKISKA LOCK & DAM (LOWER), WV
USGS	03062235	MONONGAHELA RIVER AT FLAGGY MEADOW, WV
USGS	03062245	MONONGAHELA R AT HILDEBRAND LOCK & DAM (UPPER), WV
USGS	03062250	MONONGAHELA R AT HILDEBRAND LOCK & DAM (LOWER), WV
USGS	03062300	MONONGAHELA R AT MORGANTOWN, WV
USGS	03062400	COBUN CREEK AT MORGANTOWN, WV
USGS	03062445	MONONGAHELA R AT MORGANTOWN LOCK & DAM (UPPER), WV
USGS	03062450	MONONGAHELA R AT MORGANTOWN LOCK & DAM (LOWER), WV
USGS	03062500	DECKERS CREEK AT MORGANTOWN, WV
USGS	03062600	MONONGAHELA R AT STAR CITY, WV
USGS	03062650	SCOTTS RUN AT OSAGE, WV
USGS	03063500	GANDY CREEK AT HORTON, WV
USGS	03063550	DRY FORK AT JOB, WV
USGS	03063600	HORSECAMP RUN AT HARMAN, WV
USGS	03063700	DRY FORK NEAR DRY FORK, WV
USGS	03063750	RED CREEK AT DRY FORK, WV
USGS	03063950	JOB RUN NEAR WYMER, WV
USGS	03064000	LAUREL FK AT WYMER, WV
USGS	03064500	GLADY FORK AT EVENWOOD, WV
USGS	03064800	DRY FORK AT GLADWIN, WV
USGS	03064950	OTTER CR NR HENDRICKS, WV
USGS	03065000	DRY FORK AT HENDRICKS, WV
USGS	03065050	BLACKWATER RIVER AT CANAAN VALLEY STATE PARK, WV
USGS	03065100	BLACKWATER R NR CORTLAND, WV
USGS	03065200	BLACKWATER R @ CORTLAND, WV
USGS	03065400	BLACKWATER RIVER NEAR DAVIS, WV
USGS	03065500	BLACKWATER R AB BEAVER CR NR DAVIS, WV
USGS	03066000	BLACKWATER RIVER AT DAVIS, WV
USGS	03066500	NORTH FK BLACKWATER R AT DOUGLAS, WV
USGS	03066630	TUB RUN NR DOUGLAS, WV
USGS	03066720	BIG RUN NR DOUGLAS, WV
USGS	03066730	WEST FORK BIG RUN NR DOUGLAS, WV
USGS	03067000	BLACKWATER RIVER AT HENDRICKS, WV
USGS	03067100	Fernow WS-4 near Hendricks, WV
USGS	03067500	SHAVERS FORK AT CHEAT BRIDGE, WV
USGS	03067510	SHAVERS FORK NR CHEAT BRIDGE, WV
USGS	03068000	SHAVERS FORK AT BEMIS, WV
USGS	03068500	SHAVERS FORK AT FLINT, WV
USGS	03068600	SHAVERS FORK ABOVE BOWDEN, WV
USGS	03068604	TAYLOR RUN NEAR ALPENA, WV
USGS	03068607	STALNAKER RUN NEAR BOWDEN, WV
USGS	03068610	TAYLOR RUN AT BOWDEN, WV
USGS	03068700	SHAVERS FORK AT BOWDEN, WV
USGS	03068800	SHAVERS FORK BELOW BOWDEN, WV
USGS	03068900	SHAVERS FORK NR ELKINS, WV
USGS	03069000	SHAVERS FORK AT PARSONS, WV
USGS	03069500	CHEAT RIVER NEAR PARSONS, WV
USGS	03069650	RIGHT FK. CLOVER RUN NR PARSONS, WV
USGS	03069700	HORSESHOE RUN NR ST. GEORGE, WV
USGS	03069850	LONG RUN NEAR PARSONS, WV
USGS	03069870	CHEAT RIVER AT HWY 50 NEAR ROWLESBURG, WV
USGS	03069880	BUFFALO CREEK NEAR ROWLESBURG, WV
USGS	03069900	BUFFALO CR AT MACOMBER NR ROWLESBURG, WV
USGS	03070000	CHEAT RIVER AT ROWLESBURG, WV
USGS	03070200	SALTLICK CREEK AT ROWLESBURG, WV
USGS	0307020015	CHEAT RIVER BELOW SALTLICK CREEK AT ROWLESBURG, WV
USGS	03070260	CHEAT RIVER AT ALBRIGHT, WV
USGS	03070275	MUDDY CK NR RUTHBELLE, WV
USGS	03070300	MUDDY CREEK AT RUTHBELLE, WV
USGS	03070310	CONNER RUN NEAR VALLEY POINT, WV
USGS	03070350	Cheat River near Mount Nebo, WV
USGS	03070500	BIG SANDY CREEK AT ROCKVILLE, WV
USGS	03071000	CHEAT RIVER NEAR PISGAH, WV
USGS	03071500	CHEAT RIVER NEAR MORGANTOWN, WV
USGS	03075650	HAYES RUN NR CRANESVILLE, WV
USGS	03075680	CUPP RUN NR CRANESVILLE, WV
USGS	03109670	Ohio River at Mile 44.5 at Newell, WV
USGS	03109700	OHIO R AT LOCK AND DAM 8 AT NEWELL, WV
USGS	03110830	KINGS CREEK AT WEIRTON, WV
USGS	03111300	BUFFALO CREEK AT WELLSBURG, WV
USGS	03111515	OHIO R AT PIKE ISLAND DAM NR WHEELING (UPPER), WV
USGS	03111520	OHIO R AT PIKE ISLAND LOCK & DAM (LOWER), WV
USGS	03111955	WHEELING CREEK NEAR MAJORSVILLE, WV
USGS	03112000	WHEELING CREEK AT ELM GROVE, WV
USGS	03112500	OHIO RIVER AT WHEELING, WV
USGS	03112510	OHIO RIVER AT BENWOOD NEAR WHEELING, WV
USGS	03113700	LITTLE GRAVE CREEK NR. GLENDALE, WV
USGS	03113706	LITTLE GRAVE CREEK AT MOUNDSVILLE, WV
USGS	03113708	PAR RUN AT MOUNDSVILLE, WV
USGS	03113732	MIDDLE GRAVE CREEK AT KNOXVILLE, WV
USGS	03113738	MIDDLE GRAVE CREEK AT MOUNDSVILLE, WV
USGS	03114046	WV FORK FISH CREEK AT HUNDRED, WV
USGS	0311404635	WV FORK FISH CREEK BELOW HUNDRED, WV
USGS	0311404647	WV FORK FISH CREEK NEAR HUNDRED, WV
USGS	03114076	KNOB FORK AT WADE, WV
USGS	03114200	FISH CREEK NR WOODLANDS, WV
USGS	03114283	SOUTH FORK FISHING CREEK AT SMITHFIELD, WV
USGS	03114300	FISHING CREEK NR NEW MARTINSVILLE, WV
USGS	03114350	MEATHOUSE FORK AT HWY 18 NEAR WEST UNION, WV
USGS	03114400	MCELROY CREEK AT SHIRLEY, WV
USGS	03114431	MIDDLE ISLAND CREEK AT HWY 18 NR MIDDLEBOURNE, WV
USGS	03114500	MIDDLE ISLAND CREEK AT LITTLE, WV
USGS	03114550	BUFFALO RUN NR FRIENDLY, WV
USGS	03114600	LITTLE BUFFALO RUN NR FRIENDLY, WV
USGS	03114650	BUFFALO RUN NEAR LITTLE, WV
USGS	03114651	BUFFALO RUN SYNTHESIZED WITH ELKINS RAINFALL
USGS	03114652	BUFFALO RUN SYNTHESIZED WITH PARK. RAINFALL
USGS	03114653	BUFFALO RUN SYNTHESIZED WITH WYTH. RAINFALL
USGS	03114900	OHIO RIVER AT WILLOW ISLAND, DAM, WV
USGS	03115000	OHIO RIVER AT ST. MARYS, WV
USGS	03151000	OHIO RIVER AT PARKERSBURG, WV
USGS	03151400	LITTLE KANAWHA RIVER NR WILDCAT, WV
USGS	03151500	L KANAWHA R NR BURNSVILLE, WV
USGS	03151520	LITTLE KANAWHA RIVER BELOW BURNSVILLE DAM, WV
USGS	03151600	LITTLE KANAWHA RIVER AT BURNSVILLE, WV
USGS	03151915	SAND FORK NEAR GLENVILLE, WV
USGS	03152000	LITTLE KANAWHA RIVER AT GLENVILLE, WV
USGS	03152001	LITTLE KAN RIVER GLENVILLE UNREG 1928-78
USGS	03152200	BUCK RUN NEAR LEOPOLD, WV
USGS	03152500	LEADING CREEK NEAR GLENVILLE, WV
USGS	03152510	LEADING CREEK AUXILIARY NR GLENVILLE, WV
USGS	03152600	CEDAR CREEK BELOW CEDARVILLE, WV
USGS	03152800	TANNER CREEK AT TANNER, WV
USGS	03153000	STEER CREEK NEAR GRANTSVILLE, WV
USGS	03153500	LITTLE KANAWHA RIVER AT GRANTSVILLE, WV
USGS	03154000	WEST FORK LITTLE KANAWHA RIVER AT ROCKSDALE, WV
USGS	03154200	SPRING CREEK AT SPENCER, WV
USGS	03154250	TANNER RUN AT SPENCER, WV
USGS	03154500	REEDY CREEK NEAR REEDY, WV
USGS	03154980	PALESTINE AUX GAGE
USGS	03155000	LITTLE KANAWHA RIVER AT PALESTINE, WV
USGS	03155001	LITTLE KAN RIVER PALESTINE UNREG 1939-78
USGS	03155100	S. FK. HUGHES R. TRIB. AT SMITHVILLE, WV
USGS	03155150	INDIAN CK TRIB NR SMITHVILLE, WV
USGS	03155200	SOUTH FORK HUGHES RIVER AT MACFARLAN, WV
USGS	03155220	SOUTH FORK HUGHES RIVER BELOW MACFARLAN, WV
USGS	03155400	N. FK. HUGHES RIVER AT HARRISVILLE, WV
USGS	03155410	NORTH BEND RUN NEAR CAIRO,WV
USGS	03155450	BIG ISLAND RUN NR ELIZABETH, WV
USGS	03155500	HUGHES RIVER AT CISCO, WV
USGS	03155520	ROBINSON RUN NEAR PETROLEUM,WV
USGS	03155525	GOOSE CREEK NEAR PETROLEUM, WV
USGS	03155588	LITTLE TYGART CREEK AT MINERAL WELLS, WV
USGS	03155600	LITTLE KANAWHA RIVER NEAR PARKERSBURG, WV
USGS	03155810	OHIO RIVER AT LITTLE HOCKING, OH
USGS	03159530	OHIO RIVER AT BELLEVILLE DAM, WV
USGS	03159580	LEFT FORK SANDY CREEK AT ODAVILLE, WV
USGS	03159600	OHIO RIVER AT LOCK AND DAM 22 AT RAVENSWOOD, WV
USGS	03159700	GRASSLICK RN NR RIPLEY, WV
USGS	03159718	GRASSLICK CREEK TRIB AB I-77 NEAR FAIRPLAIN, WV
USGS	03159800	MILL CREEK NR RIPLEY, WV
USGS	03159823	GRASS RUN TRIBUTARY ABOVE I-77 NEAR RIPLEY, WV
USGS	03159870	OHIO RIVER AT RACINE DAM, WV
USGS	03159900	OHIO RIVER AT NEW HAVEN, WV
USGS	03160000	OHIO R AT POMEROY, OH
USGS	03162415	HELTON CREEK NEAR WHITETOP, VA
USGS	03162416	HELTON CREEK AT VA-NC STATE LINE NEAR RUGBY, VA
USGS	03162650	WILSON CREEK AT VOLNEY, VA
USGS	03162700	WALLEN CREEK NEAR TROUT DALE, VA
USGS	0316270125	WILSON CREEK AT RT 16 NEAR VOLNEY, VA
USGS	03162705	PEGGIES BRANCH AT OAK HILL STP NEAR OAK HILL, VA
USGS	03162750	FOX CREEK NEAR TROUT DALE, VA
USGS	03162755	FOX CREEK AT RT 16 AT TROUT DALE, VA
USGS	03162800	MILL CREEK NEAR TROUT DALE, VA
USGS	03162810	SADDLE CREEK TRIB NEAR INDEPENDENCE, VA
USGS	03162852	PEACH BOTTOM CREEK AT RT 697 NR INDEPENDENCE, VA
USGS	03163000	NEW RIVER NEAR BAYWOOD, VA
USGS	03163480	STONE CREEK AT ELK CREEK, VA
USGS	03163500	ELK CREEK AT MOUNT CARMEL CHURCH NEAR GALAX, VA
USGS	03163850	ELK CREEK AT RT 660 NEAR GALAX, VA
