#
#
# US Geological Survey
# retrieved: 2022-01-20 14:41:31 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#
#
# query started 2022-01-20 14:41:31 EST
#
# there are 30818 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	district_cd	state_cd	county_cd
USGS	01555862	Frankstown Branch Juniata River at Frankstown, PA	ST	42	42	013
USGS	01555880	Canoe Creek at Proposed Damsite, PA	ST	42	42	013
USGS	01555882	Frankstown Branch Juniata River at Canoe Creek, PA	ST	42	42	013
USGS	01555884	Piney Creek near Martinsburg, PA	ST	42	42	013
USGS	01555900	Piney Creek near Williamsburg, PA	ST	42	42	013
USGS	01556000	Frankstown Br Juniata River at Williamsburg, PA	ST	42	42	013
USGS	01556009	Frankstown Br Juniata R at RR at Williamsburg, PA	ST	42	42	013
USGS	01556010	Frankstown Br Juniata River near Williamsburg, PA	ST	42	42	013
USGS	01556040	Clover Creek at Clover Creek, PA	ST	42	42	013
USGS	01556100	Clover Creek near Williamsburg, PA	ST	42	42	013
USGS	01556130	Frankstown Branch Juniata River at Covedale, PA	ST	42	42	013
USGS	01556200	Frankstown Branch Juniata River at Alexandria, PA	ST	42	42	061
USGS	01556280	Kettle Creek at Greenwood, PA	ST	42	42	013
USGS	01556300	Little Juniata River at Pinecroft, PA	ST	42	42	013
USGS	01556400	Sandy Run near Bellwood, PA	ST	42	42	013
USGS	01556430	Bells Gap Run near Blandburg, PA	ST	42	42	013
USGS	01556432	Shaw Run near Blandburg, PA	ST	42	42	013
USGS	01556434	Bells Gap Run ab Bellwood Res nr Blandsburg, PA	ST	42	42	013
USGS	01556460	Tipton Run near Tipton, PA	ST	42	42	013
USGS	01556480	LITTLE JUNIATA RIVER AT TIPTON, PA	ST	42	42	013
USGS	01556500	Little Juniata River at Tipton, PA.	ST	42	42	013
USGS	01557000	Little Juniata River near Tyrone, PA	ST	42	42	013
USGS	01557100	Schell Run at Tyrone, PA	ST	42	42	013
USGS	01557500	Bald Eagle Creek at Tyrone, PA	ST	42	42	013
USGS	01557530	Sink Run near Tyrone, PA	ST	42	42	013
USGS	01557550	South Bald Eagle Cr on Rt 350 Bridge at Tyrone, PA	ST	42	42	013
USGS	01557600	Little Juniata River below Tyrone, PA	ST	42	42	013
USGS	01557990	Sinking Run near Spruce Creek, PA	ST	42	42	013
USGS	01558000	Little Juniata River at Spruce Creek, PA	ST	42	42	061
USGS	01558001	L Juniata R on State Rt 45 at Spruce Cr, PA	ST	42	42	061
USGS	01558070	Spruce Creek at Franklinville, PA	ST	42	42	061
USGS	01558080	Warriors Mark Run at Warriors Mark, PA	ST	42	42	061
USGS	01558090	Warriors Mark Run near Franklinville, PA	ST	42	42	061
USGS	01558098	Spruce Creek near Spruce Creek, PA	ST	42	42	061
USGS	01558100	Spruce Creek at Spruce Creek, PA	ST	42	42	061
USGS	01558200	Little Juniata River at Barree, PA	ST	42	42	061
USGS	01558500	Shaver Creek near Petersburg, PA	ST	42	42	061
USGS	01558600	Shaver Creek at Petersburg, PA	ST	42	42	061
USGS	01559000	Juniata River at Huntingdon, PA	ST	42	42	061
USGS	01559010	Unnamed Creek at Huntingdon, PA	ST	42	42	061
USGS	01559050	Juniata River near Huntingdon, PA	ST	42	42	061
USGS	01559200	Laurel Run at McAlevys Fort, PA	ST	42	42	061
USGS	01559500	Standing Stone Creek near Huntingdon, PA	ST	42	42	061
USGS	01559700	Sulphur Springs Creek near Manns Choice, PA	ST	42	42	009
USGS	01559750	Raystown Branch Juniata River nr Manns Choice, PA	ST	42	42	009
USGS	01559756	Shawnee Branch at Schellsburg, PA	ST	42	42	009
USGS	01559757	Mile Run at Schellsburg, PA	ST	42	42	009
USGS	01559758	Keg Run near Schellsburg, PA	ST	42	42	009
USGS	01559759	Shawnee Branch Tributary near Schellsburg, PA	ST	42	42	009
USGS	01559760	Juniata River at Shawnee Lake Dam, PA	ST	42	42	009
USGS	01559770	Raystown Branch Juniata River at Manns Choice, PA	ST	42	42	009
USGS	01559790	Raystown Branch Juniata River at Wolfsburg, PA	ST	42	42	009
USGS	01559795	Bobs Creek near Pavia, PA	ST	42	42	009
USGS	01559796	Wallacks Branch at Pavia, PA	ST	42	42	009
USGS	0155979602	Bobs Creek below Wallacks Branch at Pavia, PA	ST	42	42	009
USGS	01559797	Deep Hollow Run at Pavia, PA	ST	42	42	009
USGS	01559800	Bobs Creek at Weyant, PA	ST	42	42	009
USGS	01559900	Bobs Creek near Weyant, PA	ST	42	42	009
USGS	01559912	Scrubgrass Creek at Osterburg, PA	ST	42	42	009
USGS	01559915	Unnamed Tributary to Bobs Creek at Osterburg, PA	ST	42	42	009
USGS	01559920	Bobs Creek at Reynoldsdale, PA	ST	42	42	009
USGS	01560000	Dunning Creek at Belden, PA	ST	42	42	009
USGS	01560500	Dunning Creek at Yount, PA	ST	42	42	009
USGS	01560510	Dunning Creek near Bedford, PA	ST	42	42	009
USGS	01560800	Cove Creek near Rainsburg, PA	ST	42	42	009
USGS	01560900	Raystown Branch Juniata River at Everett, PA	ST	42	42	009
USGS	01561000	Brush Creek at Gapsville, PA	ST	42	42	009
USGS	01561430	Sandy Run at Hopewell, PA	ST	42	42	009
USGS	01561440	Yellow Creek near Woodbury near Loysburg, PA	ST	42	42	009
USGS	01561460	Yellow Creek at Waterside near Loysburg, PA	ST	42	42	009
USGS	01561480	Yellow Creek at Loysburg, PA	ST	42	42	009
USGS	01561490	Beaver Creek near Loysburg, PA	ST	42	42	009
USGS	01561500	Yellow Cr at Loysburg, PA	ST	42	42	009
USGS	01561600	Sixmile Run near Riddlesburg, PA	ST	42	42	009
USGS	01562000	Raystown Branch Juniata River at Saxton, PA	ST	42	42	009
USGS	01562002	RB Juniata River ab Shoup Run at Saxton, PA	ST	42	42	009
USGS	01562008	Shoup Run near Saxton, PA	ST	42	42	061
USGS	01562010	Shoup Run at Saxton, PA	ST	42	42	009
USGS	01562200	Shy Beaver Creek near Entriken, PA	ST	42	42	061
USGS	01562250	Tatman Run near Entriken, PA	ST	42	42	061
USGS	01562300	Raystown Branch Juniata River near Entriken, PA	ST	42	42	061
USGS	01562350	Coffee Run near Entriken, PA	ST	42	42	061
USGS	01562400	Raystown Br Juniata River nr Markelsburg, PA	ST	42	42	061
USGS	01562450	Great Trough Creek near Cassville, PA	ST	42	42	061
USGS	01562500	Great Trough Creek near Marklesburg, PA	ST	42	42	061
USGS	01562600	James Creek near Marklesburg, PA	ST	42	42	061
USGS	01562700	Raystown Branch Juniata River near Hesston, PA	ST	42	42	061
USGS	01563000	Raystown Branch Juniata River near Huntingdon, PA	ST	42	42	061
USGS	01563200	Rays Br Juniata R bl Rays Dam nr Huntingdon, PA	ST	42	42	061
USGS	01563210	Raystown Branch Juniata River at Ardenheim, PA	ST	42	42	061
USGS	01563250	Juniata River at Mill Creek, PA	ST	42	42	061
USGS	01563280	Unnamed Tributary to Saddler Run at Allensville PA	ST	42	42	087
USGS	01563300	Mill Creek at Mill Creek, PA	ST	42	42	061
USGS	01563480	Hares Valley near Mapleton Depot, PA	ST	42	42	061
USGS	01563490	Scrub Run at Mapleton Depot, PA	ST	42	42	061
USGS	01563500	Juniata River at Mapleton Depot, PA	ST	42	42	061
USGS	01563550	Juniata River at Mount Union, PA	ST	42	42	061
USGS	01563800	Elders Branch near Hustontown, PA	ST	42	42	057
USGS	01563850	SB Little Aughwick Creek at Burnt Cabins, PA	ST	42	42	057
USGS	01564000	Aughwick Creek near Orbisonia, PA	ST	42	42	061
USGS	01564500	Aughwick Creek near Three Springs, PA	ST	42	42	061
USGS	01564510	Three Springs Creek near Three Springs, PA	ST	42	42	061
USGS	01564512	Aughwick Creek near Shirleysburg, PA	ST	42	42	061
USGS	01564515	Aughwick Creek at Aughwick Mills, PA	ST	42	42	061
USGS	01564550	Blacklog Creek near Orbisonia, PA	ST	42	42	061
USGS	01564570	Aughwick Creek near Allenport, PA	ST	42	42	061
USGS	01564700	Juniata River at Newton Hamilton, PA	ST	42	42	087
USGS	01564800	Messer Run at McVeytown, PA	ST	42	42	087
USGS	01564895	Juniata River at Lewistown, PA	ST	42	42	087
USGS	01564900	Juniata R at Lewistown, PA	ST	42	42	087
USGS	01564910	Tea Creek at Reedsville, PA	ST	42	42	087
USGS	01564920	Unnamed Tributary at Reeds Gap State Park, PA	ST	42	42	087
USGS	01564995	Honey Creek at Reedsville, PA	ST	42	42	087
USGS	01564997	Kishacoquillas Creek at Lumber City, PA	ST	42	42	087
USGS	01565000	Kishacoquillas Creek at Reedsville, PA	ST	42	42	087
USGS	01565290	Hungry Run at Burnham, PA	ST	42	42	087
USGS	01565300	Kishacoquillas Creek at Burnham, PA	ST	42	42	087
USGS	01565500	Kishacoquillas Creek at Kulps, PA	ST	42	42	087
USGS	01565510	Kishacoquillas Creek at Lewistown, PA	ST	42	42	087
USGS	01565512	Kishacoquillas Creek at Lewistown, PA.	ST	42	42	087
USGS	01565515	Jacks Creek at Lewistown, PA	ST	42	42	087
USGS	01565700	Little Lost Creek at Oakland Mills, PA	ST	42	42	067
USGS	01565800	Lost Creek near Mifflintown, PA	ST	42	42	067
USGS	01565810	Juniata River at Mifflintown, PA	ST	42	42	067
USGS	01565812	Juniata River at Port Royal, PA	ST	42	42	067
USGS	01565900	Narrows Branch Tuscarora Creek at Concord, PA	ST	42	42	055
USGS	01565910	Path Valley Creek near Concord, PA	ST	42	42	055
USGS	01565920	Lick Run near East Waterford, PA	ST	42	42	067
USGS	01566000	Tuscarora Creek near Port Royal, PA	ST	42	42	067
USGS	01566005	East Licking Creek ab Reservoir nr Lewistown, PA	ST	42	42	067
USGS	01566010	Tuscarora Creek at Port Royal, PA	ST	42	42	067
USGS	01566290	Juniata River at Thompsontown, PA	ST	42	42	067
USGS	01566300	Delaware Creek at Thompsontown, PA	ST	42	42	067
USGS	01566350	Juniata River at Millerstown, PA	ST	42	42	099
USGS	01566400	Raccoon Creek at Donnally Mills, PA	ST	42	42	099
USGS	01566500	Cocolamus Creek near Millerstown, PA	ST	42	42	099
USGS	01566510	Cocolamus Creek at US Route 322 at Millerstown, PA	ST	42	42	099
USGS	01566900	Buffalo Creek near Newport, PA	ST	42	42	099
USGS	01567000	Juniata River at Newport, PA	ST	42	42	099
USGS	01567100	Little Buffalo Creek near Newport, PA	ST	42	42	099
USGS	01567150	Juniata River at Trimmers Rock, PA	ST	42	42	099
USGS	01567151	Juniata River nr Trimmers Rock, PA	ST	42	42	099
USGS	01567330	Susquehanna River near Duncannon, PA	ST	42	42	043
USGS	01567340	Juniata River at Amity Hall, PA	ST	42	42	099
USGS	01567350	Little Juniata Creek at Duncannon, PA	ST	42	42	099
USGS	01567500	Bixler Run near Loysville, PA	ST	42	42	099
USGS	01567510	Unnamed Trib to Sherman Cr at New Germantown, PA	ST	42	42	099
USGS	01567520	Unnamed Tributary to Sherman Cr nr Mt Pleasant,PA	ST	42	42	099
USGS	01567540	Cisna Run at Cisna Run	ST	42	42	099
USGS	01567560	Muddy Run near Loysville, PA	ST	42	42	099
USGS	01567795	Letort Spring Run at Bonny Brook near Carlisle, PA	ST	42	42	041
USGS	01568000	Sherman Creek at Shermans Dale, PA	ST	42	42	099
USGS	01568200	Sherman Creek near Duncannon, PA	ST	42	42	099
USGS	01568500	Clark Creek near Carsonville, PA	ST	42	42	043
USGS	01568590	Clark Creek near Dauphin, PA	ST	42	42	043
USGS	01568690	Rausch Creek above East Branch, PA	ST	42	42	075
USGS	01568691	East Branch Rausch Creek at Horseshoe Trail, PA	ST	42	42	075
USGS	01568692	Rausch Creek at Appalachian Trail, PA	ST	42	42	075
USGS	01568693	Stony Creek near Ft. Indiantown Gap, PA	ST	42	42	075
USGS	01568694	Dresden Lake Outflow	ST	42	42	043
USGS	01568696	Yellow Springs Creek	ST	42	42	043
USGS	01568698	Yellow Springs Creek at Stony Creek Road, PA	ST	42	42	075
USGS	01568700	Stony Cr ab Pump-Storage Res near Dauphin, PA	ST	42	42	043
USGS	01568705	Rattling Run at Stone Creek Road, PA	ST	42	42	043
USGS	01568707	Devils Race Course at Stagecoach Road, PA	ST	42	42	043
USGS	01568709	Rattling Run on Stage Coach Road, PA	ST	42	42	043
USGS	01568750	Stony Creek at Water Tank Trail nr Dauphin, PA	ST	42	42	043
USGS	01568800	Stony Creek near Dauphin, PA	ST	42	42	043
USGS	01569000	Stony Creek nr Dauphin, PA	ST	42	42	043
USGS	01569100	Susquehanna River at Marysville, PA	ST	42	42	043
USGS	01569105	Susquehanna R nr McCormicks Is nr Harrisburg, PA	ST	42	42	043
USGS	01569195	Conodoguinet Creek ab Reservoir near Roxbury, PA	ST	42	42	055
USGS	01569250	Muddy Run near Upper Strasburg, PA	ST	42	42	055
USGS	01569300	Conodoguinet Creek at Orrstown, PA	ST	42	42	055
USGS	015693102	Furnace Run US Shirley Run near Mainsville, PA	ST	42	42	055
USGS	015693103	Shirley Run near Mainsville, PA	ST	42	42	055
USGS	015693104	Furnace Run at Mainsville, PA	ST	42	42	055
USGS	015693108	Furnace Run near Mainsville, PA	ST	42	42	055
USGS	015693116	Gum Run near County Line near Mainsville, PA	ST	42	42	041
USGS	015693120	Gum Run US Interstate 81 near Mainsville, PA	ST	42	42	041
USGS	015693122	Unnamed tributary to Gum Run near Mainsville, PA	ST	42	42	041
USGS	015693124	Gum Run at Interstate 81 near Shippensburg, PA	ST	42	42	041
USGS	015693128	Mains Run at Michaux State Forest nr Mainsville	ST	42	42	041
USGS	015693132	Mains Run near Mainsville, PA	ST	42	42	041
USGS	015693136	Mains Run DS intermittent trib at Mainsville, PA	ST	42	42	041
USGS	015693148	Middle Spring Creek at Shippensburg, PA	ST	42	42	041
USGS	015693155	Middle Spring Creek at College at Shippensburg, PA	ST	42	42	041
USGS	015693158	Middle Spring Cr ab Burd Run bl Shippensburg, PA	ST	42	42	041
USGS	015693165	Thomson Creek at Long Mountain nr Cleversburg, PA	ST	42	42	041
USGS	015693168	Thomson Creek near Cleversburg, PA	ST	42	42	041
USGS	015693170	Thomson Creek at Cleversburg Junction, PA	ST	42	42	041
USGS	015693182	Reservoir Hollow near Cleversburg, PA	ST	42	42	041
USGS	015693186	Reservoir Hollow at Cleversburg, PA	ST	42	42	041
USGS	015693190	Reservoir Hollow at RR Bridge near Cleversburg, PA	ST	42	42	041
USGS	015693195	Burd Run at Shippensburg Univ. at Shippensburg, PA	ST	42	42	041
USGS	01569320	Middle Spring Creek near Shippensburg, PA	ST	42	42	041
USGS	01569340	Newburg Run at Newburg, PA	ST	42	42	041
USGS	01569346	Three Square Hollow Run ab Turnpike nr Newburg, PA	ST	42	42	041
USGS	01569349	Three Square Hollow Run bl Turnpike nr Newburg, PA	ST	42	42	041
USGS	01569355	Conodoguinet Creek near Green Spring, PA	ST	42	42	041
USGS	01569360	Green Spring Creek near Green Spring, PA	ST	42	42	041
USGS	01569363	Bulls Head Branch near Green Spring, PA	ST	42	42	041
USGS	01569400	Doubling Gap Creek at McCrea, PA	ST	42	42	041
USGS	01569500	Conodoguinet Creek near Newville, PA	ST	42	42	041
USGS	01569700	Conodoguinet Cr at Greider Brg nr W Hill, PA	ST	42	42	041
USGS	01569730	Mount Rock Spring Creek at Mount Rock, PA	ST	42	42	041
USGS	01569740	Unnamed Trib to Mount Rock Spring near Mt Rock, PA	ST	42	42	041
USGS	01569775	Alexander Spring Creek near Plainfield, PA	ST	42	42	041
USGS	01569800	Letort Spring Run near Carlisle, PA	ST	42	42	041
USGS	01569900	Conodoguinet Creek near New Kingston, PA	ST	42	42	041
USGS	01569980	Conodoguinet Cr at Willow Ml Brg nr Hogestown, PA	ST	42	42	041
USGS	01570000	Conodoguinet Creek near Hogestown, PA	ST	42	42	041
USGS	01570010	Unnamed Trib to Trindle Sp Run, Site 1, nr Mechbrg	ST	42	42	041
USGS	01570030	Unnamed Trib to Trindle Sp Run, Site 2, nr Mechbrg	ST	42	42	041
USGS	01570054	Conodoguinet Cr 600ft ds Good Hope Dam @ Good Hope	ST	42	42	041
USGS	01570060	Unnamed Trib to Trindle Sp Run, Site 3, nr Mechbrg	ST	42	42	041
USGS	01570064	Conodoguinet Cr US Lambs Gap Rd Brg nr Hogestown	ST	42	42	041
USGS	01570076	Conodoguinet Cr 115 ft US Good Hope Dam, PA	ST	42	42	041
USGS	01570078	Conodoguinet Cr 126 ft DS Good Hope Dam @ Good Hp	ST	42	42	041
USGS	01570080	Conodoguinet Creek 600 ft DS Good Hope Dam, PA	ST	42	42	041
USGS	01570100	Conodoguinet Creek Trib No. 1 near Enola, PA	ST	42	42	041
USGS	01570150	Conodoguinet Cr DS Orrs Bridge Rd at Camp Hill, PA	ST	42	42	041
USGS	01570180	Conodoguinet Cr Trib at I81 near Enola, PA	ST	42	42	041
USGS	01570200	Conodoguinet Creek Trib No. 2 near Enola, PA	ST	42	42	041
USGS	01570230	Conodoguinet Creek Trib No. 2A near Enola, PA	ST	42	42	041
USGS	01570260	Conodoguinet Creek Trib No. 2B near Enola, PA	ST	42	42	041
USGS	01570280	Conodoguinet Creek at Enola, PA	ST	42	42	041
USGS	01570300	Conodoguinet Creek Trib No. 3 near Enola, PA	ST	42	42	041
USGS	01570400	Conodoguinet Creek at Mouth at West Fairview, PA	ST	42	42	041
USGS	01570450	Susquehanna River near Wormleysburg, PA	ST	42	42	043
USGS	01570500	Susquehanna River at Harrisburg, PA	ST	42	42	043
USGS	015705001	COMBINED FLOW DURATION FOR SUSQ AT HARRISBURG	ST	42	42	043
USGS	0157050097	NFQA REFERENCE SAMPLE NO. 177	ST	42	42	043
USGS	0157050098	NFQA REFERENCE SAMPLE NO. 176	ST	42	42	043
USGS	0157050099	NWQA REFERENCE SAMPLE NO. 175	ST	42	42	043
USGS	01570980	Paxton Creek near Linglestown, PA	ST	42	42	043
USGS	01570984	Paxton Creek Tributary near Linglestown, PA	ST	42	42	043
USGS	01570988	Storm-Water Management Pond 1 near Linglestown, PA	ST	42	42	043
USGS	01570992	Storm-Water Management Pond 2 near Paxtonia, PA	ST	42	42	043
USGS	01570996	Paxton Creek Tributary near Paxtonia, PA	ST	42	42	043
USGS	01571000	Paxton Creek near Penbrook, PA	ST	42	42	043
USGS	01571005	Paxton Creek near Glenwood, PA	ST	42	42	043
USGS	01571020	Paxton Creek at Wildwood Dam, PA	ST	42	42	043
USGS	01571090	Paxton Creek at Harrisburg, PA	ST	42	42	043
USGS	01571100	Spring Creek Tributary near Harrisburg, PA	ST	42	42	043
USGS	01571104	Spring Creek at Harrisburg, PA	ST	42	42	043
USGS	01571105	Susquehanna River at Steelton, PA	ST	42	42	043
USGS	01571110	Yellow Breeches Creek near Walnut Bottom, PA	ST	42	42	041
USGS	01571150	Yellow Breeches Creek near Huntsdale, PA	ST	42	42	041
USGS	01571160	Yellow Breeches Creek at Montsera, PA	ST	42	42	041
USGS	01571180	Yellow Breeches Creek near Mt. Holly Springs, PA	ST	42	42	041
USGS	01571184	Mountain Creek near Pine Grove Furnace, PA	ST	42	42	041
USGS	01571185	Mountain Creek at Pine Grove Furnace, PA	ST	42	42	041
USGS	01571190	Mountain Creek near Mount Holly Springs, PA	ST	42	42	041
USGS	01571193	Mountain Creek at Mill Street at Mt Holly Springs	ST	42	42	041
USGS	01571195	Mountain Creek at Mt Zion at Mt Holly Springs, PA	ST	42	42	041
USGS	01571197	Mountain Creek at Mount Holly Springs, PA	ST	42	42	041
USGS	01571200	Yellow Breeches Creek at Craighead, PA	ST	42	42	041
USGS	01571230	Yellow Breeches Creek near Boiling Springs, PA	ST	42	42	041
USGS	01571240	Old Town Run near Boiling Springs, PA	ST	42	42	041
USGS	01571290	Yellow Breeches Creek at Williams Grove, PA	ST	42	42	041
USGS	01571300	Dogwood Run near Dillsburg, PA	ST	42	42	133
USGS	01571460	Cedar Run near Camp Hill, PA	ST	42	42	041
USGS	01571480	Cedar Run nr Camp Hill, PA	ST	42	42	041
USGS	01571490	Cedar Run at Eberlys Mill, PA	ST	42	42	041
USGS	01571500	Yellow Breeches Creek near Camp Hill, PA	ST	42	42	041
USGS	01571505	Yellow Breeches Creek at New Cumberland, PA	ST	42	42	133
USGS	01571509	Susquehanna River near New Cumberland, PA	ST	42	42	133
USGS	01571515	Susquehanna River at Highspire, PA	ST	42	42	043
USGS	01571516	NW Trib to Swatara Creek, Site A3, nr Newtown, PA	ST	42	42	107
USGS	01571518	Swatara Cr, ab NW Trib, Site B0, nr Newtown, PA	ST	42	42	107
USGS	01571520	Swatara Cr, bl NW Trib, Site B1, near Newtown, PA	ST	42	42	107
USGS	01571522	Swatara Creek, bl NW Trib, Site B2, nr Newtown, PA	ST	42	42	107
USGS	01571524	Swatara Creek, bl NW Trib, Site B3, nr Newtown, PA	ST	42	42	107
USGS	01571529	Swatara Cr, Site C1, at Newtown, PA	ST	42	42	107
USGS	01571533	Swatara Cr, Site C3, at Newtown, PA	ST	42	42	107
USGS	01571549	C7 Martin Run, upstream from diversion well	ST	42	42	107
USGS	0157154960	Swatara Creek, ab NW Trib, Site B0, nr Newtown, PA	ST	42	42	107
USGS	0157154970	NW Trib to Swatara Cr, Site A2, near Newtown, PA	ST	42	42	107
USGS	0157154972	NW Trib to Swatara Cr, Site A3, near Newtown, PA	ST	42	42	107
USGS	0157154980	Swatara Cr, bl NW Trib, Site B1, nr Newtown, PA	ST	42	42	107
USGS	0157154982	Swatara Cr, bl NW Trib, Site B2, near Newtown, PA	ST	42	42	107
USGS	0157154984	Swatara Cr, bl NW Trib, Site B3, near Newtown, PA	ST	42	42	107
USGS	01571550	Swatara Creek near Newtown, PA	ST	42	42	107
USGS	0157155010	Swatara Creek, Site C1, at Newtown, PA	ST	42	42	107
USGS	0157155012	Swatara Creek, Site C2, at Newtown, PA	ST	42	42	107
USGS	0157155014	Swatara Creek, Site C3, at Newtown, PA	ST	42	42	107
USGS	01571552	Swatara Creek at Tremont, PA	ST	42	42	107
USGS	01571553	C9 Martin Run, downstream from diversion well	ST	42	42	107
USGS	01571560	Martins Creek near Donaldson, PA	ST	42	42	107
USGS	0157156010	Martin Run, Site C7, at Donaldson, PA	ST	42	42	107
USGS	0157156012	Martin Run, Site C8, at Donaldson, PA	ST	42	42	107
USGS	0157156014	Martin Run, Site C9, at Donaldson, PA	ST	42	42	107
USGS	0157156209	Tracy Airhole, Site E1-0, near Donaldson, PA	ST	42	42	107
USGS	0157156210	Tracy Airhole, Site E1-1, near Donaldson, PA	ST	42	42	107
USGS	0157156212	Tracy Airhole, Site E1-2, near Donaldson, PA	ST	42	42	107
USGS	01571565	Good Spring Creek at Tremont, PA	ST	42	42	107
USGS	0157156520	Good Spring Cr ab Tracy Trib nr Donaldson, PA	ST	42	42	107
USGS	0157156521	Good Spring Cr bl Tracy Trib nr Donaldson, PA	ST	42	42	107
USGS	01571570	Middle Creek near Newtown, PA	ST	42	42	107
USGS	0157157010	Middle Creek, Site E5-1, near Newtown, PA	ST	42	42	107
USGS	0157157012	Middle Creek, Site E5-2, near Newtown, PA	ST	42	42	107
USGS	0157157014	Middle Creek, Site E5-3, near Newtown, PA	ST	42	42	107
USGS	01571576	Coal Run, Site C4, nr Tremont, PA	ST	42	42	107
USGS	01571580	Coal Run, Site C6, nr Tremont, PA	ST	42	42	107
USGS	0157158010	Coal Run, Site C4, near Tremont, PA	ST	42	42	107
USGS	0157158012	Coal Run, Site C5, near Tremont, PA	ST	42	42	107
USGS	0157158014	Coal Run, Site C6, near Tremont, PA	ST	42	42	107
USGS	0157158016	Marshfield 1 Disch at Coal Run nr Tremont, PA	ST	42	42	107
USGS	0157158018	Marshfield 2 Disch, at Coal Run nr Tremont, PA	ST	42	42	107
USGS	01571585	Coal Run below Wetland at Tremont, PA	ST	42	42	107
USGS	01571590	Middle Creek at Tremont, PA	ST	42	42	107
USGS	01571593	Good Spring Creek bl Middle Creek at Tremont, PA	ST	42	42	107
USGS	01571750	Lower Rausch Creek at Rausch Creek, PA	ST	42	42	107
USGS	01571758	Lower Rausch Creek near Lorberry Junction, PA	ST	42	42	107
USGS	01571760	Lower Rausch Creek at Lorberry Junction, PA	ST	42	42	107
USGS	01571772	Lorberry Cr bl Rowe Drainage Tunnel nr Joliett, PA	ST	42	42	107
USGS	01571774	Lorberry Creek, Site E2-0, at Lorberry, PA	ST	42	42	107
USGS	01571776	Stumps Run at Lorberry, PA	ST	42	42	107
USGS	0157177620	Lorberry Creek below Wetlands at Lorberry, PA	ST	42	42	107
USGS	01571777	Lorberry Cr ab Panther Head Disch nr Lorberry Jct	ST	42	42	107
USGS	0157177780	Panther Head Disch to Lorberry Cr nr Lorberry Jct	ST	42	42	107
USGS	0157177790	Unnamed Trib to Lorberry Cr nr Lorberry Jct, PA	ST	42	42	107
USGS	01571778	Lorberry Creek near Lorberry Junction, PA	ST	42	42	107
USGS	01571780	Lorberry Creek at Lorberry Junction, PA	ST	42	42	107
USGS	01571798	Swatara Creek at Lorberry Junction, PA	ST	42	42	107
USGS	01571800	Swatara Creek, at Hwy 125 Bridge, at Ravine, PA	ST	42	42	107
USGS	01571820	Swatara Creek at Ravine, PA	ST	42	42	107
USGS	01571824	Swatara Creek, at Spittler Road Bridge, at Ravine	ST	42	42	107
USGS	01571827	Swatara Creek below Ravine, PA	ST	42	42	107
USGS	01571831	Swatara Cr bl Highway 443 at Pine Grove, PA	ST	42	42	107
USGS	01571900	Upper Little Swatara Creek near Pine Grove, PA	ST	42	42	107
USGS	01571919	Swatara Cr ab Hwy Bridge 895 at Pine Grove, PA	ST	42	42	107
USGS	01571920	Swatara Creek on Highway 895 at Pine Grove, PA	ST	42	42	107
USGS	01572000	Lower Little Swatara Creek at Pine Grove, PA	ST	42	42	107
USGS	01572010	Swatara Cr bl SR 645 Hwy Bridge at Pine Grove, PA	ST	42	42	107
USGS	01572020	Swatara Creek on Highway 645 at Pine Grove, PA	ST	42	42	107
USGS	01572025	Swatara Creek near Pine Grove, PA	ST	42	42	107
USGS	01572030	Swatara Creek near Suedberg, PA	ST	42	42	107
USGS	01572110	Fishing Creek near Suedberg, PA	ST	42	42	107
USGS	01572112	Evening Branch ab Gold Mine Run nr Tower City, PA	ST	42	42	075
USGS	01572113	Gold Mine Run near Tower City, PA	ST	42	42	075
USGS	01572124	Bear Hole Run at Suedberg, PA	ST	42	42	075
USGS	01572145	Trout Run at Ft. Indiantown Gap, PA	ST	42	42	075
USGS	01572146	Trout Run near Ft. Indiantown Gap, PA	ST	42	42	075
USGS	01572148	Trout Run at Scout Camp near Green Point, PA	ST	42	42	075
USGS	01572150	Trout Run near Inwood, PA	ST	42	42	075
USGS	01572190	Swatara Creek near Inwood, PA	ST	42	42	075
USGS	01572200	Swatara Creek at Inwood, PA	ST	42	42	075
USGS	01572300	Forge Creek near Lickdale, PA	ST	42	42	075
USGS	01572500	Swatara Creek at Jonestown, PA	ST	42	42	075
USGS	01572540	Little Swatara Creek near Mount Aetna, PA	ST	42	42	011
USGS	01572549	Crosskill Creek at Crosskill Mills, PA	ST	42	42	107
USGS	01572550	Little Swatara Creek near Greble, PA	ST	42	42	075
USGS	01572585	Elizabeth Run at Shirksville, PA	ST	42	42	075
USGS	01572590	Little Swatara Creek near Jonestown, PA	ST	42	42	075
USGS	01572600	Little Swatara Creek at Jonestown, PA	ST	42	42	075
USGS	01572700	Swatara Creek near Annville, PA	ST	42	42	075
USGS	01572800	Aires Run ab Range Rd at Ft Indiantown Gap, PA	ST	42	42	075
